,0
0,2.2561130656189063
1,0.39139096117647987
2,0.5584107914797094
3,0.7707733263297827
4,0.33616413482689095
5,0.8121690856073609
6,0.4048562661425186
7,0.22223935976441592
8,0.09290500088923835
9,0.06978049619604186
10,0.14525151181308293
11,0.10477120144950842
12,0.1760236051802634
13,0.35721722206553513
14,0.7699347464008109
15,0.0987671084762675
16,0.25166343972766136
17,0.1730936566271132
18,0.06664886511456426
19,0.03223858573385219
20,0.180481243613625
21,0.3206273301676436
22,0.03135353968497654
23,0.12972905197019693
24,0.06820332293123253
25,0.03497231649845816
26,0.2399286573540154
27,0.1270854763518682
28,0.03442242060231603
29,0.0904382599685331
30,0.0811706874135276
31,0.0408465843808015
32,0.2760854305600128
33,0.18364847377271934
34,0.2132521769157113
35,0.03091639191536631
36,0.32046851770187695
37,0.06744931277707857
38,0.06021793105782479
39,0.10579262015764951
40,0.30423158017977237
41,0.124976293187801
42,0.378979893647794
43,0.030111442471364654
44,0.05411238869866663
45,0.04064451840642612
46,0.26889869396615124
47,0.02855688774687023
48,0.11124074980883598
49,0.3635797639584485
50,0.16185385806272232
51,0.020529170097091286
52,0.12427475057321044
53,0.12459614326885544
54,0.11691306133681059
55,0.2609381150055246
56,0.010476660267342454
57,0.10188866153783453
58,0.0658412060135333
59,0.16026895173295824
