,0
0,0.8677777777777778
1,0.8755555555555555
2,0.8744444444444445
3,0.8644444444444445
4,0.9266666666666666
5,0.8722222222222222
6,0.91
7,0.9311111111111111
8,0.9622222222222222
9,0.9744444444444444
10,0.9455555555555556
11,0.9566666666666667
12,0.9622222222222222
13,0.9388888888888889
14,0.9233333333333333
15,0.9677777777777777
16,0.9733333333333334
17,0.9455555555555556
18,0.9722222222222222
19,0.9811111111111112
20,0.9488888888888889
21,0.94
22,0.9911111111111112
23,0.96
24,0.9722222222222222
25,0.9811111111111112
26,0.9622222222222222
27,0.9622222222222222
28,0.9811111111111112
29,0.9677777777777777
30,0.9666666666666667
31,0.9811111111111112
32,0.9522222222222222
33,0.9533333333333334
34,0.9544444444444444
35,0.9855555555555555
36,0.9555555555555556
37,0.9733333333333334
38,0.9766666666666667
39,0.9777777777777777
40,0.9544444444444444
41,0.96
42,0.96
43,0.9944444444444445
44,0.9766666666666667
45,0.9777777777777777
46,0.9533333333333334
47,0.9833333333333333
48,0.9722222222222222
49,0.9488888888888889
50,0.9655555555555555
51,0.9922222222222222
52,0.9677777777777777
53,0.9744444444444444
54,0.9755555555555555
55,0.9511111111111111
56,0.9933333333333333
57,0.9722222222222222
58,0.98
59,0.9588888888888889
