,0
0,0.7214667589223686
1,0.5077493073684829
2,0.39807508948470366
3,0.4007937766048087
4,0.31638034033988205
5,0.2861429209969625
6,0.24391307991718045
7,0.2431635443324677
8,0.20501531386638389
9,0.2483200732571613
10,0.21217793367114388
11,0.19287888424377106
12,0.1905391404303495
13,0.18317172120661795
14,0.2124116086487134
15,0.17719646075450884
16,0.15433153897688232
17,0.1858278524987556
18,0.17270662776045814
19,0.14257206760558197
20,0.15634647605181554
21,0.1309641947179344
22,0.13698630020151525
23,0.1682920293508786
24,0.14430483010844053
25,0.14156525212285273
26,0.1028739899947668
27,0.15639703718900383
28,0.12897032339071088
29,0.1334528485156533
30,0.14186718664816855
31,0.09670462568648582
32,0.12175877666699567
33,0.11464513726962902
34,0.11061164723443133
35,0.10808085673121821
36,0.09675049801609487
37,0.1130880640918475
38,0.11368571379331543
39,0.07239790244674615
40,0.07632273239251852
41,0.16652565603726543
42,0.09073358016189367
43,0.09623054594844345
44,0.11456125808714404
45,0.08369860501261428
46,0.09581380706630695
47,0.08320039749671823
48,0.12604075068551185
49,0.10437986290044672
50,0.08434192555004676
51,0.08304417884931606
52,0.08587742812159675
53,0.06273003743984443
54,0.09468615374504882
55,0.0767346481775998
56,0.07425808951959598
57,0.07116279609945501
58,0.07146353361296111
59,0.0894417318105458
60,0.08330683628232424
61,0.08267142792746421
62,0.05843328541935179
63,0.07082686070070314
64,0.0964220457363281
65,0.0764069319685565
66,0.07506859541196619
67,0.07987231701737692
68,0.08389458238476635
69,0.07462308552588665
70,0.12326823878404049
71,0.09280254407220877
72,0.10248638188418493
73,0.08160718344011346
74,0.07272170596757753
75,0.0880193136756684
76,0.0814575639402285
77,0.1282618037002976
78,0.09186090657217506
79,0.07437666311936879
80,0.08316163771032276
81,0.09101601817230341
82,0.1238681174761018
83,0.07009449001940206
84,0.08013046636597591
85,0.07031437947434747
86,0.07455905640925557
87,0.07779754294344701
88,0.09704871869704954
89,0.1011251324713509
90,0.08574264655199083
91,0.09969182983613104
92,0.08358208621627584
93,0.08707302941618136
94,0.10005508989489813
95,0.09595793602671283
96,0.07408840213543999
97,0.07665290273260081
98,0.07126226318894838
99,0.08922899804209376
