,0
0,1.9125146865844727
1,1.5949640274047852
2,1.5033806562423706
3,0.9959518313407898
4,1.1109859943389893
5,1.2538588047027588
6,0.5877856612205505
7,0.9914593696594238
8,0.7733471393585205
9,0.8129236102104187
10,0.2990327775478363
11,0.6736683249473572
12,0.34030401706695557
13,0.5486727356910706
14,0.509742796421051
15,0.35160011053085327
16,0.4298543930053711
17,0.2706098258495331
18,0.607545018196106
19,0.20313571393489838
20,0.19706381857395172
21,0.334017276763916
22,0.2895467281341553
23,0.26369568705558777
24,0.30020052194595337
25,0.4299915134906769
26,0.42376214265823364
27,0.20485787093639374
28,0.36966320872306824
29,0.23223628103733063
30,0.21511031687259674
31,0.3305150270462036
32,0.3251414895057678
33,0.14254578948020935
34,0.15839910507202148
35,0.3716270923614502
36,0.1292436420917511
37,0.19506379961967468
38,0.24244560301303864
39,0.34407156705856323
40,0.10289830714464188
41,0.1500099003314972
42,0.11656792461872101
43,0.20140522718429565
44,0.09092383831739426
45,0.12566842138767242
46,0.09799141436815262
47,0.11969330906867981
48,0.21535423398017883
49,0.09933575987815857
50,0.09715309739112854
51,0.11520348489284515
52,0.12692061066627502
53,0.172069251537323
54,0.10862842202186584
55,0.2395717203617096
56,0.07566876709461212
57,0.10244394838809967
58,0.08025200664997101
59,0.15494365990161896
60,0.17877686023712158
61,0.11597054451704025
62,0.08364520967006683
63,0.14015503227710724
64,0.11056394875049591
65,0.07198525220155716
66,0.10635301470756531
67,0.0897834450006485
68,0.17704956233501434
69,0.05346691980957985
70,0.0770118460059166
71,0.1290915608406067
72,0.14039233326911926
73,0.1325564980506897
74,0.060098785907030106
75,0.06993304193019867
76,0.046785835176706314
77,0.1780347228050232
78,0.05641324073076248
79,0.09902530163526535
80,0.042872317135334015
81,0.013725513592362404
82,0.054624591022729874
83,0.030922817066311836
84,0.05517535284161568
85,0.021083621308207512
86,0.05947025120258331
87,0.03478287160396576
88,0.04405653104186058
89,0.09528302401304245
90,0.03719167038798332
91,0.013687319122254848
92,0.13091722130775452
93,0.18534313142299652
94,0.04912823066115379
95,0.06404641270637512
96,0.053033247590065
97,0.011334845796227455
98,0.08572597056627274
99,0.030365722253918648
